 Distance from Base (TBH),Address,Bikes Available,Latitude,Longitude,Station ID,Station Name,Station Plus-Codes,Station Status,Total Docks,Zipcode
3.6,"S Sacramento Blvd, Chicago, IL",4,41.89046879,-87.70260751,375,Sacramento Blvd & Franklin Blvd,86HJV7RW%2B5X,Deficit,11,60612
3.8,"N Artesian Ave & W Hubbard St, Chicago, IL",12,41.88949182,-87.68821937,376,Artesian Ave & Hubbard St,86HJV8Q6%2BQP,Deficit,35,60612
4.4,"N Kedzie Ave & W Lake St, Chicago, IL",6,41.88460329,-87.70630374,377,Kedzie Ave & Lake St,86HJV7MV%2BRF,Deficit,15,60612
3.9,"N California Ave & W Lake St, Chicago, IL",7,41.88445396,-87.69629814,378,California Ave & Lake St,86HJV8M3%2BQF,Excess,11,60612
3.1,"W Monroe St & S Western Ave, Chicago, IL",8,41.87978771,-87.68611281,381,Western Ave & Monroe St,86HJV8H7%2BWH,Sufficient Quantity,15,60612
2.8,"W Congress Pkwy & S Western Ave, Chicago, IL",16,41.87474885,-87.68644528,382,Western Ave & Congress Pkwy,86HJV8F7%2BVC,Excess,19,60612
1.6,"S Paulina St & W Flournoy St, Chicago, IL",9,41.87295,-87.66913,383,Paulina St & Flournoy St,86HJV8FJ%2B58,Deficit,31,60612
4.4,"W 51st St & S Halsted St, Chicago, IL",9,41.80183164,-87.6452139,384,Halsted St & 51st St,86HJR923%2BPW,Excess,11,60609
5.9,"W Garfield Blvd & S Princeton Ave, Chicago, IL",2,41.794982,-87.633124,385,Princeton Ave & Garfield Blvd,86HJQ9V8%2BXQ,Deficit,11,60621
5.1,"W 56th St & S Halsted St, Chicago, IL",9,41.79292965,-87.64499006,386,Halsted St & 56th St,86HJQ9V4%2B52,Excess,11,60621
,"63rd & Halsted Center, 6310 S Halsted St, Chicago, IL",8,41.77938114,-87.64462082,388,Halsted & 63rd - Kennedy-King Vaccination Site,86HJQ9H4%2BQ5,Excess,11,60621
6.7,"S Wentworth Ave & W 63rd St, Chicago, IL",6,41.78007963,-87.62974631,390,Wentworth Ave & 63rd St,86HJQ9JC%2B24,Sufficient Quantity,11,60621
8.2,"W 69th St & S Halsted St, Chicago, IL",9,41.76906172,-87.64461358,391,Halsted St & 69th St,86HJQ994%2BJ5,Excess,11,60621
7.6,"S Perry Ave & W 69th St, Chicago, IL",9,41.76929309,-87.62819593,392,Perry Ave & 69th St,86HJQ99C%2BPP,Excess,11,60621
8.2,"E 71st St & S Calumet Ave, Chicago, IL",9,41.76550801,-87.61691793,393,Calumet Ave & 71st St,86HJQ98M%2B66,Excess,11,60619
1.2,"AMLI 900, 900 S Clark St, Chicago, IL",4,41.870816,-87.631246,394,Clark St & 9th St (AMLI),86HJV9C9%2B8G,Deficit,15,60605
9.8,"S Jeffery Blvd & E 76th St, Chicago, IL",11,41.75712007,-87.57583936,395,Jeffery Blvd & 76th St,86HJQC4F%2BRM,Excess,11,60649
9.8,"S Yates Blvd & E 75th St, Chicago, IL",6,41.758768,-87.56644,396,Yates Blvd & 75th St,86HJQC5M%2BGC,Sufficient Quantity,11,60649
10.8,"Rainbow Beach Park, 3111 E 77th St, Chicago, IL",2,41.75787145,-87.54938625,398,Rainbow Beach,86HJQF52%2B46,Deficit,15,60649
10,"S South Shore Dr & E 74th St, Chicago, IL",6,41.76218896,-87.55927465,399,South Shore Dr & 74th St,86HJQC6R%2BV7,Sufficient Quantity,11,60649
8.8,"S Cottage Grove Ave & E 71st St, Chicago, IL",9,41.76571904,-87.60495971,400,Cottage Grove Ave & 71st St,86HJQ98W%2B72,Excess,11,60619
2.2,"W 28th Pl & S Shields Ave, Chicago, IL",11,41.842733,-87.635491,401,Shields Ave & 28th Pl,86HJR9V7%2B3R,Excess,11,60616
2.5,"S Shields Ave & W 31st St, Chicago, IL",9,41.838464,-87.635406,402,Shields Ave & 31st St,86HJR9Q7%2B9R,Excess,15,60616
2.9,"W 33rd St & S Wentworth Ave, Chicago, IL",0,41.83452989,-87.63182298,403,Wentworth Ave & 33rd St,86HJR9M9%2BR7,Deficit,15,60616
3.3,"W 35th St & S Wentworth Ave, Chicago, IL",10,41.830777,-87.632504,405,Wentworth Ave & 35th St,86HJR9J8%2B8X,Excess,15,60609
4.3,"S Lake Park Ave & E 35th St, Chicago, IL",4,41.83127424,-87.6087992,406,Lake Park Ave & 35th St,86HJR9JR%2BGF,Deficit,19,60616
3.9,"S State St & E Pershing Rd, Chicago, IL",9,41.82301524,-87.62656802,407,State St & Pershing Rd,86HJR9FF%2B69,Excess,11,60609
3.4,"W Root St & S Union Ave, Chicago, IL",9,41.819102,-87.643278,408,Union Ave & Root St,86HJR994%2BJM,Excess,11,60609
4.5,"W 43rd St & S Shields Ave, Chicago, IL",3,41.81620768,-87.63481935,409,Shields Ave & 43rd St,86HJR988%2BF3,Deficit,11,60609
4.7,"S Prairie Ave & E 43rd St, Chicago, IL",5,41.81665889,-87.61941246,410,Prairie Ave & 43rd St,86HJR98J%2BM6,Deficit,15,60653
4,"W 47th Pl & S Halsted St, Chicago, IL",3,41.80813392,-87.64561655,411,Halsted St & 47th Pl,86HJR953%2B7Q,Deficit,11,60609
4.9,"S Princeton Ave & W 47th St, Chicago, IL",2,41.80931771,-87.63344929,412,Princeton Ave & 47th St,86HJR958%2BPJ,Deficit,11,60609
5.8,"S Lake Park Ave & S Woodlawn Ave, Chicago, IL",8,41.81409271,-87.59700515,413,Woodlawn Ave & Lake Park Ave,86HJRC73%2BJ5,Sufficient Quantity,15,60653
0.7,"S Canal St & W Taylor St, Chicago, IL",7,41.870257,-87.639474,414,Canal St & Taylor St,86HJV9C6%2B46,Sufficient Quantity,15,60607
5.9,"E 51st St & S Calumet Ave, Chicago, IL",7,41.80229465,-87.61805358,415,Calumet Ave & 51st St,86HJR92J%2BWQ,Excess,11,60615
6.5,"E 49th St & S Dorchester Ave, Chicago, IL",4,41.805772,-87.592464,416,Dorchester Ave & 49th St,86HJRC45%2B82,Deficit,15,60615
6.6,"E Hyde Park Blvd & S Cornell Ave, Chicago, IL",18,41.802406,-87.586924,417,Cornell Ave & Hyde Park Blvd,86HJRC27%2BX6,Excess,19,60615
6.9,"E 53rd St & S Ellis Ave, Chicago, IL",1,41.79933626,-87.60095812,418,Ellis Ave & 53rd St,86HJQ9XX%2BPJ,Deficit,11,60615
6.8,"S Lake Park Ave & E 53rd St, Chicago, IL",7,41.79949429,-87.5864499,419,Lake Park Ave & 53rd St,86HJQCX7%2BQC,Sufficient Quantity,15,60615
7.3,"E 55th St & S Ellis Ave, Chicago, IL",5,41.79430062,-87.60144977,420,Ellis Ave & 55th St,86HJQ9VX%2BPC,Deficit,19,60615
6.6,"King Drive & 56th Street, Chicago, IL",5,41.79342946,-87.61585326,421,MLK Jr Dr & 56th St,86HJQ9VM%2B9M,Sufficient Quantity,11,60637
7.1,"DuSable Black History Museum and Education Center, 740 E 56th Pl, Chicago, IL",6,41.79156801,-87.60785218,422,DuSable Museum,86HJQ9RR%2BJV,Sufficient Quantity,11,60637
7.5,"E 57th St & S University Ave, Chicago, IL",6,41.791478,-87.599861,423,University Ave & 57th St,86HJQCR2%2BH3,Deficit,31,60637
7.7,"Museum of Science and Industry, Chicago, 5700 S DuSable Lake Shore Dr., Chicago, IL",6,41.79172821,-87.58394501,424,Museum of Science and Industry,86HJQCR8%2BMC,Deficit,27,60637
8,"E 59th St & S Harper Ave, Chicago, IL",6,41.78794281,-87.58831517,425,Harper Ave & 59th St,86HJQCQ6%2B5M,Deficit,15,60637
7.6,"E 60th St & S Ellis Ave, Chicago, IL",8,41.78509715,-87.60107276,426,Ellis Ave & 60th St,86HJQ9PX%2B2H,Deficit,19,60637
8,"S Cottage Grove Ave & E 63rd St, Chicago, IL",11,41.78053094,-87.6059702,427,Cottage Grove Ave & 63rd St,86HJQ9JV%2B6J,Excess,15,60637
8.7,"S Dorchester Ave & E 63rd St, Chicago, IL",11,41.78040565,-87.59141599,428,Dorchester Ave & 63rd St,86HJQCJ5%2B5C,Excess,11,60637
8.4,"E 67th St & S Cottage Grove Ave, Chicago, IL",1,41.77372095,-87.60563486,429,Cottage Grove Ave & 67th St,86HJQ9FV%2BFP,Deficit,11,60637
7.5,"S Martin Luther King Dr & E 63rd St, Chicago, IL",9,41.78008064,-87.61594286,430,MLK Jr Dr & 63rd St,86HJQ9JM%2B2J,Excess,11,60637
7.3,"S Eberhart Ave & E 61st St, Chicago, IL",11,41.78407107,-87.61448354,431,Eberhart Ave & 61st St,86HJQ9MP%2BJ6,Excess,11,60637
12.7,"W Lunt Ave & N Clark St, Chicago, IL",7,42.00901118,-87.67411172,432,Clark St & Lunt Ave,86JJ285G%2BJ9,Deficit,19,60626
3.6,"S Kedzie Ave & W Harrison St, Chicago, IL",4,41.87359968,-87.70487075,433,Kedzie Ave & Harrison St,86HJV7FW%2BC3,Deficit,11,60612
2,"Roosevelt Rd & W Ogden Ave, Chicago, IL",18,41.86650148,-87.68469707,434,Ogden Ave & Roosevelt Rd,86HJV888%2BJ4,Excess,19,60608
3.1,"Roosevelt Rd & S Kedzie Ave, Chicago, IL",6,41.86649278,-87.70649618,435,Kedzie Ave & Roosevelt Rd,86HJV78V%2BHC,Sufficient Quantity,11,60612
2.6,"Roosevelt Rd & S Fairfield Ave, Chicago, IL",7,41.866624,-87.694521,436,Fairfield Ave & Roosevelt Rd,86HJV884%2BJ5,Excess,11,60608
2.6,"S Washtenaw Ave. & W Ogden Ave, Chicago, IL",12,41.86193049,-87.69345045,437,Washtenaw Ave & Ogden Ave,86HJV864%2BQJ,Excess,15,60608
3.8,"Central Park Ave & W Ogden Ave, Chicago, IL",4,41.8540635,-87.71511734,438,Central Park Ave & Ogden Ave,86HJV73M%2BJX,Deficit,15,60623
3.6,"S Kedzie Ave & W 21st St, Chicago, IL",4,41.85353363,-87.70507303,439,Kedzie Ave & 21st St,86HJV73V%2BCX,Deficit,11,60623
4.3,"W 24th St & Central Park Ave, Chicago, IL",2,41.8481,-87.715068,440,Central Park Ave & 24th St,86HJR7XM%2B6X,Deficit,11,60623
4,"W 24th St & S Kedzie Ave, Chicago, IL",6,41.84819095,-87.70541375,441,Kedzie Ave & 24th St,86HJR7XV%2B7R,Sufficient Quantity,11,60623
3.5,"S California Ave & W 23rd Pl, Chicago, IL",11,41.84910969,-87.69513981,442,California Ave & 23rd Pl,86HJR8X3%2BJW,Excess,11,60608
4.5,"W 26th St & S Millard Ave, Chicago, IL",1,41.84453113,-87.715922,443,Millard Ave & 26th St,86HJR7VM%2BRJ,Deficit,7,60623
3.8,"S Albany Ave & W 26th St, Chicago, IL",5,41.84447501,-87.70201301,444,Albany Ave & 26th St,86HJR7VX%2BQ5,Sufficient Quantity,11,60623
3.4,"S California Ave & W 26th St, Chicago, IL",3,41.84367992,-87.69496858,445,California Ave & 26th St,86HJR8V4%2BF2,Deficit,11,60623
,"S Western Ave & W 28th St, Chicago, IL",8,41.84151771,-87.68513144,446,Western & 28th - Velasquez Institute Vaccination Site,86HJR8R7%2BJW,Excess,11,60608
12.2,"N Glenwood Ave & W Morse Ave, Chicago, IL",13,42.00797192,-87.66550239,447,Glenwood Ave & Morse Ave,86JJ285M%2B5Q,Excess,15,60626
10.5,"Warren Park East Parking Lot, Chicago, IL",8,42.00454962,-87.68066615,448,Warren Park East,86JJ2839%2BRP,Excess,11,60645
10.2,"W Columbia Ave & N Clark St, Chicago, IL",8,42.00445063,-87.67240241,449,Clark St & Columbia Ave,86JJ283H%2BQ2,Sufficient Quantity,15,60626
10.4,"Warren Park Field House, 6601 N Western Ave, Chicago, IL",4,42.001785,-87.688829,450,Warren Park West,86JJ2826%2BPF,Deficit,11,60645
11.6,"W Loyola Ave & N Sheridan Rd, Chicago, IL",14,42.00104378,-87.66119824,451,Sheridan Rd & Loyola Ave,86JJ282Q%2BCG,Excess,23,60626
9.9,"N Western Ave & W Granville Ave, Chicago, IL",2,41.99416137,-87.68943828,452,Western Ave & Granville Ave,86HJX8V6%2BM6,Deficit,11,60659
9.9,"W Schreiber Ave & N Clark St, Chicago, IL",10,41.99925182,-87.67137734,453,Clark St & Schreiber Ave,86HJX8XH%2BPC,Excess,15,60626
11.1,"W Granville Ave & N Broadway, Chicago, IL",22,41.99477969,-87.66028454,454,Broadway & Granville Ave,86HJX8VQ%2BWV,Excess,23,60660
9.8,"W Peterson Ave & N Maplewood Ave, Chicago, IL",1,41.99023603,-87.69336964,455,Maplewood Ave & Peterson Ave,86HJX8R4%2B3M,Deficit,11,60659
10,"2112 W Peterson Ave, Chicago, IL",5,41.991178,-87.683593,456,2112 W Peterson Ave,86HJX8R8%2BFH,Sufficient Quantity,11,60659
9.3,"W Elmdale Ave & N Clark St, Chicago, IL",14,41.99086045,-87.66972363,457,Clark St & Elmdale Ave,86HJX8RJ%2B84,Excess,15,60660
11,"W Thorndale Ave & N Broadway, Chicago, IL",6,41.98974251,-87.66014062,458,Broadway & Thorndale Ave,86HJX8QQ%2BVW,Deficit,19,60660
8.8,"W Bryn Mawr Ave & N Clark St, Chicago, IL",6,41.983593,-87.669154,460,Clark St & Bryn Mawr Ave,86HJX8MJ%2BC8,Deficit,15,60660
10.4,"N Ridge Ave & N Broadway, Chicago, IL",7,41.98404461,-87.66027383,461,Broadway & Ridge Ave,86HJX8MQ%2BJV,Sufficient Quantity,15,60660
8.7,"Winchester (Ravenswood) Ave & Balmoral Ave, Chicago, IL",9,41.979762,-87.67753,462,Winchester (Ravenswood) Ave & Balmoral Ave,86HJX8HC%2BWX,Excess,15,60640
8.5,"W Berwyn Ave & N Clark St, Chicago, IL",18,41.97803062,-87.66856492,463,Clark St & Berwyn Ave,86HJX8HJ%2B6H,Excess,19,60640
8.4,"N Damen Ave & W Foster Ave, Chicago, IL",10,41.97561481,-87.67945904,464,Damen Ave & Foster Ave,86HJX8GC%2B66,Excess,15,60625
9.3,"N Marine Dr & W Ainslie St, Chicago, IL",23,41.9716,-87.650154,465,Marine Dr & Ainslie St,86HJX8CX%2BJW,Excess,23,60640
11.5,"N Ridge Blvd & Touhy Ave, Chicago, IL",11,42.01213228,-87.68291264,466,Ridge Blvd & Touhy Ave,86JJ2868%2BVR,Excess,11,60645
10.9,"N Western Ave & W Lunt Ave, Chicago, IL",11,42.0085944,-87.69049224,467,Western Ave & Lunt Ave,86JJ2855%2BCR,Excess,15,60645
9.3,"Budlong Woods Branch, Chicago Public Library, 5630 N Lincoln Ave, Chicago, IL",11,41.98366471,-87.69642256,468,Budlong Woods Library,86HJX8M3%2BFC,Excess,11,60659
9.6,"N St Louis Ave & W Balmoral Ave, Chicago, IL",1,41.98039424,-87.71611496,469,St. Louis Ave & Balmoral Ave,86HJX7JM%2B5H,Deficit,15,60625
9.1,"N Kedzie Ave & W Foster Ave, Chicago, IL",1,41.975672,-87.709261,470,Kedzie Ave & Foster Ave,86HJX7GR%2B77,Deficit,11,60625
9.5,"N Francisco Ave & W Foster Ave, Chicago, IL",6,41.97563273,-87.70141944,471,Francisco Ave & Foster Ave,86HJX7GX%2B7C,Deficit,15,60625
8.6,"N Lincoln Ave & W Winona St, Chicago, IL",6,41.9749113,-87.69250256,472,Lincoln Ave & Winona St,86HJX8F4%2BXX,Deficit,15,60625
8.8,"N Christiana Ave & W Lawrence Ave, Chicago, IL",9,41.96835449,-87.71183067,474,Christiana Ave & Lawrence Ave,86HJX79Q%2B87,Excess,15,60625
8.5,"N Washtenaw Ave & W Lawrence Ave, Chicago, IL",2,41.968987,-87.696027,475,Washtenaw Ave & Lawrence Ave,86HJX893%2BHH,Deficit,15,60625
8.5,"N Kedzie Ave & W Leland Ave, Chicago, IL",7,41.96668636,-87.70805198,476,Kedzie Ave & Leland Ave,86HJX78R%2BMQ,Sufficient Quantity,15,60625
8.3,"N Manor Ave & W Leland Ave, Chicago, IL",5,41.965875,-87.700825,477,Manor Ave & Leland Ave,86HJX78X%2B8M,Sufficient Quantity,11,60625
8.1,"W Eastwood Ave & N Rockwell St, Chicago, IL",6,41.96590014,-87.69363849,478,Rockwell St & Eastwood Ave,86HJX884%2B9G,Deficit,15,60625
9.1,"W Montrose Ave & N Drake Ave, Chicago, IL",14,41.96115408,-87.71656907,479,Drake Ave & Montrose Ave,86HJX76M%2BF9,Excess,15,60618
8.2,"W Montrose Ave & N Albany Ave, Chicago, IL",1,41.961041,-87.705866,480,Albany Ave & Montrose Ave,86HJX76V%2BCM,Deficit,11,60618
7.9,"W Montrose Ave & N California Ave, Chicago, IL",2,41.961068,-87.695439,481,California Ave & Montrose Ave,86HJX863%2BCR,Deficit,15,60618
7.7,"N Campbell Ave & W Montrose Ave, Chicago, IL",9,41.96152593,-87.69116504,482,Campbell Ave & Montrose Ave,86HJX865%2BJG,Excess,15,60618
8.2,"N Avondale Ave & Irving Park Rd, Chicago, IL",7,41.953393,-87.732002,483,Avondale Ave & Irving Park Rd,86HJX739%2B95,Deficit,19,60641
8.5,"N Monticello Ave & W Irving Park Rd, Chicago, IL",11,41.95400484,-87.71912818,484,Monticello Ave & Irving Park Rd,86HJX73J%2BJ8,Excess,15,60618
7.6,"N Sawyer Ave & W Irving Park Rd, Chicago, IL",5,41.95358618,-87.7093108,485,Sawyer Ave & Irving Park Rd,86HJX73R%2BC7,Deficit,15,60618
7.2,"N Oakley Ave & W Irving Park Rd, Chicago, IL",2,41.95434085,-87.68607962,486,Oakley Ave & Irving Park Rd,86HJX837%2BPH,Deficit,15,60618
7.2,"N California Ave & W Byron St, Chicago, IL",11,41.95216219,-87.69805111,487,California Ave & Byron St,86HJX822%2BVQ,Excess,19,60618
8,"Divvy, Pulaski Rd & Eddy St (Temp), Chicago, IL",3,41.946264,-87.731023,488,Pulaski Rd & Eddy St (Temp),86HJW7W9%2BGH,Deficit,11,60641
7.5,"W Addison St & N Drake Ave, Chicago, IL",13,41.947326,-87.717582,489,Drake Ave & Addison St,86HJW7WJ%2BWX,Excess,15,60618
7,"N Troy St & N Elston Ave, Chicago, IL",11,41.94524357,-87.7066499,490,Troy St & Elston Ave,86HJW7WV%2B38,Excess,15,60618
7,"W Addison St & N Talman Ave, Chicago, IL",13,41.94663583,-87.69461476,491,Talman Ave & Addison St,86HJW8W4%2BM5,Excess,15,60618
6.8,"W Addison St & N Leavitt St, Chicago, IL",10,41.946655,-87.683359,492,Leavitt St & Addison St,86HJW8W8%2BMM,Excess,15,60618
6.3,"N Western Ave & W Roscoe St, Chicago, IL",2,41.943034,-87.687288,493,Western Ave & Roscoe St,86HJW8V7%2B63,Deficit,11,60618
9.6,"N Kedzie Ave & W Bryn Mawr Ave, Chicago, IL",1,41.98222976,-87.70888656,494,Kedzie Ave & Bryn Mawr Ave,86HJX7JR%2BVC,Deficit,15,60625
8.7,"W Montrose Ave & N Keystone Ave, Chicago, IL",10,41.96110802,-87.7289701,495,Keystone Ave & Montrose Ave,86HJX76C%2BCC,Excess,11,60630
7.5,"W Belmont Ave & N Avers Ave, Chicago, IL",1,41.939408,-87.723574,496,Avers Ave & Belmont Ave,86HJW7QG%2BQH,Deficit,11,60618
6.9,"W Belmont Ave & N Kimball Ave, Chicago, IL",2,41.939398,-87.711561,497,Kimball Ave & Belmont Ave,86HJW7QQ%2BQ9,Deficit,15,60618
6.3,"W Fletcher St & N California Ave, Chicago, IL",15,41.93842879,-87.69800776,498,California Ave & Fletcher St,86HJW8Q2%2B9Q,Excess,19,60618
7.2,"Kosciuszko (Thadeuz) Park, 2732 N Avers Ave, Chicago, IL",2,41.93058537,-87.72377736,499,Kosciuszko Park,86HJW7JG%2B6F,Deficit,15,60647
7.2,"N Elbridge Ave & Central Park Ave, Chicago, IL",2,41.93533728,-87.71688929,500,Central Park Ave & Elbridge Ave,86HJW7PM%2B46,Deficit,15,60618
6,"N Richmond St & W Diversey Ave, Chicago, IL",11,41.93190197,-87.70119513,501,Richmond St & Diversey Ave,86HJW7JX%2BQG,Excess,15,60647
5.8,"W Altgeld St & N California Ave, Chicago, IL",5,41.92669,-87.697668,502,California Ave & Altgeld St,86HJW8G2%2BMW,Deficit,15,60647
6.5,"N St Louis Ave & W Fullerton Ave, Chicago, IL",4,41.9248156,-87.71449506,503,St. Louis Ave & Fullerton Ave,86HJW7FP%2BW6,Deficit,15,60647
5.3,"N Campbell Ave & W Fullerton Ave, Chicago, IL",4,41.92463247,-87.68930701,504,Campbell Ave & Fullerton Ave,86HJW8F6%2BV7,Deficit,15,60647
4.9,"N Winchester Ave & N Elston Ct, Chicago, IL",8,41.92409085,-87.67646008,505,Winchester Ave & Elston Ave,86HJW8FF%2BJC,Sufficient Quantity,15,60614
6.5,"N Spaulding Ave & W Armitage Ave, Chicago, IL",15,41.91710804,-87.71022096,506,Spaulding Ave & Armitage Ave,86HJW78Q%2BRW,Excess,15,60647
5.8,"N Humboldt Blvd & W Armitage Ave, Chicago, IL",9,41.91751339,-87.70180896,507,Humboldt Blvd & Armitage Ave,86HJW79X%2B27,Sufficient Quantity,19,60647
7.5,"N Central Park Ave, Chicago, IL",7,41.90965688,-87.71663195,508,Central Park Ave & North Ave,86HJW75M%2BV8,Sufficient Quantity,15,60640
5.9,"N Troy St & W North Ave, Chicago, IL",4,41.9097693,-87.70528049,509,Troy St & North Ave,86HJW75V%2BWV,Deficit,15,60647
5.4,"N Spaulding Ave & W Division St, Chicago, IL",5,41.90270659,-87.70921957,510,Spaulding Ave & Division St,86HJW73R%2B38,Sufficient Quantity,11,60651
6.3,"W Bloomingdale Ave & N Albany Ave, Chicago, IL",14,41.91402671,-87.70512646,511,Albany Ave & Bloomingdale Ave,86HJW77V%2BJW,Excess,15,60647
11.9,"N Ridge Blvd & Howard St, Evanston, IL",0,42.019276,-87.68452,514,Ridge Blvd & Howard St,86JJ2898%2BP5,Deficit,11,60645
13.9,"N Paulina St & Howard St, Chicago, IL",14,42.019159,-87.673573,515,Paulina St & Howard St,86JJ289G%2BMH,Excess,19,60626
13.9,"W Jarvis Ave & N Clark St, Chicago, IL",1,42.015963,-87.675005,517,Clark St & Jarvis Ave,86JJ288F%2B9X,Deficit,11,60626
5,"N Conservatory Dr & W Lake St, Chicago, IL",2,41.885502,-87.716866,518,Conservatory Dr & Lake St,86HJV7PM%2B67,Deficit,11,60624
14.2,"N Wolcott Ave & W Fargo Ave, Chicago, IL",3,42.016977,-87.677725,519,Wolcott Ave & Fargo Ave,86JJ288C%2BQW,Deficit,11,60626
13.1,"W Jarvis Ave & N Greenview Ave, Chicago, IL",12,42.015962,-87.66857,520,Greenview Ave & Jarvis Ave,86JJ288J%2B9H,Excess,19,60626
13.5,"W Howard St & N Bosworth Ave, Chicago, IL",5,42.019537,-87.669563,522,Bosworth Ave & Howard St,86JJ289J%2BR5,Sufficient Quantity,11,60626
13.7,"N Rogers Ave & N Eastlake Terrace, Chicago, IL",5,42.02088728,-87.66505793,523,Eastlake Ter & Rogers Ave,86JJ28CM%2B9X,Deficit,15,60626
9,"Chicago Ave & N Austin Blvd, Oak Park, IL",0,41.894887,-87.774704,524,Austin Blvd & Chicago Ave,86HJV6VG%2BX4,Deficit,7,60644
12.8,"N Glenwood Ave & Touhy Ave, Chicago, IL",11,42.012701,-87.666058,525,Glenwood Ave & Touhy Ave,86JJ287M%2B3H,Excess,15,60626
13.8,"N Oakley Ave & Touhy Ave, Chicago, IL",3,42.012342,-87.688243,526,Oakley Ave & Touhy Ave,86JJ2866%2BWP,Deficit,11,60645
11.6,"N Western Ave & W Howard St, Evanston, IL",12,42.018901,-87.690048,527,Western Ave & Howard St,86JJ2895%2BHX,Excess,15,60645
5.5,"N Pulaski Rd & W Lake St, Chicago, IL",11,41.885409,-87.726491,528,Pulaski Rd & Lake St,86HJV7PF%2B5C,Excess,11,60624
6.5,"N Cicero Ave & W Lake St, Chicago, IL",7,41.886841,-87.745261,529,Cicero Ave & Lake St,86HJV7P3%2BPV,Excess,11,60644
7.3,"W Kinzie St & N Laramie Ave, Chicago, IL",10,41.887832,-87.755527,530,Laramie Ave & Kinzie St,86HJV6QV%2B4Q,Excess,11,60644
7.8,"N Central Ave & W Lake St, Chicago, IL",10,41.887664,-87.765469,531,Central Ave & Lake St,86HJV6QM%2B3R,Excess,11,60637
8.3,"Lake St & N Austin Blvd, Oak Park, IL",10,41.88794379,-87.77427346,532,Austin Blvd & Lake St,86HJV6QG%2B57,Excess,11,60644
4.4,"W 5th Ave & Central Park Ave, Chicago, IL",11,41.875679,-87.71547,533,Central Park Blvd & 5th Ave,86HJV7GM%2B7R,Excess,11,60624
5.3,"W Madison St & S Karlov Ave, Chicago, IL",11,41.88085,-87.727907,534,Karlov Ave & Madison St,86HJV7JC%2B8R,Excess,11,60624
4.8,"W Congress Pkwy & S Pulaski Rd, Chicago, IL",8,41.87441021,-87.72609159,535,Pulaski Rd & Congress Pkwy,86HJV7FF%2BQH,Excess,11,60624
6,"N Kostner Ave & W Lake St, Chicago, IL",0,41.885928,-87.73541,536,Kostner Ave & Lake St,86HJV7P7%2B9R,Deficit,11,60624
14.7,"Madison St & Kenton Ave, Skokie, IL",9,41.880708,-87.741018,537,Kenton Ave & Madison St,86HJV7J5%2B7H,Excess,11,60076
5.9,"Cicero Ave & Flournoy St, Chicago, IL",3,41.872131,-87.746619,538,Cicero Ave & Flournoy St,86HJV7C3%2BV9,Deficit,11,60644
6.2,"S Cicero Ave & W Quincy St, Chicago, IL",11,41.877613,-87.745405,539,Cicero Ave & Quincy St,86HJV7H3%2B2R,Excess,11,60644
6.9,"W Madison St & N Laramie Ave, Chicago, IL",5,41.880207,-87.755337,540,Laramie Ave & Madison St,86HJV6JV%2B3V,Sufficient Quantity,11,60644
7,"S Central Ave & W Harrison St, Chicago, IL",8,41.872993,-87.764499,541,Central Ave & Harrison St,86HJV6FP%2B56,Excess,11,60644
7.3,"W Madison St & N Central Ave, Chicago, IL",0,41.880121,-87.763238,542,Central Ave & Madison St,86HJV6JP%2B2P,Deficit,11,60644
6.6,"S Laramie Ave & W Gladys Ave, Chicago, IL",0,41.875806,-87.755285,543,Laramie Ave & Gladys Ave,86HJV6GV%2B8V,Deficit,11,60644
7.9,"N Austin Blvd & Madison St, Oak Park, IL",0,41.880281,-87.774453,544,Austin Blvd & Madison St,86HJV6JG%2B46,Deficit,11,60644
5.6,"S Kostner Ave & W Adams St, Chicago, IL",3,41.877917,-87.735737,545,Kostner Ave & Adams St,86HJV7H7%2B5P,Deficit,11,60624
4,"W Pershing Rd & S Damen Ave, Chicago, IL",6,41.823192,-87.676597,546,Damen Ave & Pershing Rd,86HJR8FF%2B79,Sufficient Quantity,11,60609
3.5,"W Pershing Rd & Ashland Ave, Chicago, IL",9,41.823465,-87.665577,547,Ashland Ave & Pershing Rd,86HJR8FM%2B9Q,Excess,11,60609
3.2,"W Pershing Rd & S Morgan St, Chicago, IL",7,41.823613,-87.650931,548,Morgan St & Pershing Rd,86HJR8FX%2BCJ,Excess,7,60609
4.2,"W 44th St & S Marshfield Ave, Chicago, IL",5,41.813996,-87.666589,549,Marshfield Ave & 44th St,86HJR87M%2BH9,Sufficient Quantity,11,60609
8.3,"N Central Ave & W Chicago Ave, Chicago, IL",8,41.894958,-87.764902,550,Central Ave & Chicago Ave,86HJV6VP%2BX2,Excess,11,60644
5.3,"S Hoyne Ave & W 47th St, Chicago, IL",1,41.808227,-87.67718,551,Hoyne Ave & 47th St,86HJR85F%2B74,Deficit,11,60609
4.5,"S McDowell Ave & Ashland Ave, Chicago, IL",11,41.80887,-87.66454,552,Ashland Ave & McDowell Ave,86HJR85P%2BG5,Excess,11,60609
4.5,"W 47th St & S Elizabeth St, Chicago, IL",7,41.80839,-87.656526,553,Elizabeth St & 47th St,86HJR85V%2B99,Excess,11,60609
